check,max_error,tolerance
D56.risk_delta,1.4885870314174099e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.0463630789890885e-12,1e-06
D56.milp_state,8.881784197001252e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,3.708144902248023e-14,1e-06
D56.ordinary,0.0,1e-05
D56.score,2.1827872842550278e-11,1e-05
D56.emergency_fee,5.695710569852963e-10,1e-05
D56.end_energy,2.0372681319713593e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,7.275957614183426e-12,1e-05
D56.initial_trace,1.4551915228366852e-11,1e-05
D56.incumbent_trace,2.1827872842550278e-11,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,6.0254023992456496e-12,1e-06
D56.point_initializer,1.8189894035458565e-12,1e-06
D56.risk_delta,2.9949376312288223e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,3.069544618483633e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,2.7755575615628914e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,5.093170329928398e-11,1e-05
D56.emergency_fee,4.761204763781279e-10,1e-05
D56.end_energy,2.1464074961841106e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,5.093170329928398e-11,1e-05
D56.initial_trace,0.0,1e-05
D56.incumbent_trace,4.3655745685100555e-11,1e-05
D56.initial_trace,1.4551915228366852e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.7980287238024175e-12,1e-06
D56.point_initializer,1.5916157281026244e-12,1e-06
D56.risk_delta,1.7053025658242404e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.1458390619955026e-12,1e-06
D56.milp_state,1.0231815394945443e-12,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,2.5424107263916085e-14,1e-06
D56.ordinary,0.0,1e-05
D56.score,5.820766091346741e-11,1e-05
D56.emergency_fee,6.284608389250934e-10,1e-05
D56.end_energy,2.0827428670600057e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,2.1827872842550278e-11,1e-05
D56.initial_trace,1.4551915228366852e-11,1e-05
D56.incumbent_trace,7.275957614183426e-12,1e-05
D56.initial_trace,5.820766091346741e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,7.16227077646181e-12,1e-06
D56.point_initializer,2.5011104298755527e-12,1e-06
D56.risk_delta,1.7053025658242404e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.7284841053187847e-12,1e-06
D56.milp_state,8.86402062860725e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,1.5987211554602254e-14,1e-06
D56.ordinary,0.0,1e-05
D56.score,7.275957614183426e-11,1e-05
D56.emergency_fee,8.348024493898265e-10,1e-05
D56.end_energy,2.3283064365386963e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,4.3655745685100555e-11,1e-05
D56.initial_trace,5.093170329928398e-11,1e-05
D56.incumbent_trace,7.275957614183426e-11,1e-05
D56.initial_trace,3.637978807091713e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.286437954055145e-12,1e-06
D56.point_initializer,1.1937117960769683e-12,1e-06
D56.risk_delta,1.3429257705865894e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,1.5347723092418164e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,4.218847493575595e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,6.548361852765083e-11,1e-05
D56.emergency_fee,5.097149369248655e-10,1e-05
D56.end_energy,1.1732481652870774e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,2.9103830456733704e-11,1e-05
D56.initial_trace,3.637978807091713e-12,1e-05
D56.incumbent_trace,1.0913936421275139e-11,1e-05
D56.initial_trace,6.548361852765083e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.115907697472721e-12,1e-06
D56.point_initializer,1.6484591469634324e-12,1e-06
D56.risk_delta,1.673328142715036e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,1.5916157281026244e-12,1e-06
D56.milp_state,8.668621376273222e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,8.486618595239794e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,2.9103830456733704e-11,1e-05
D56.emergency_fee,4.001776687800884e-10,1e-05
D56.end_energy,1.1323209037072957e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,1.4551915228366852e-11,1e-05
D56.initial_trace,3.637978807091713e-12,1e-05
D56.incumbent_trace,1.4551915228366852e-11,1e-05
D56.initial_trace,2.9103830456733704e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,6.0254023992456496e-12,1e-06
D56.point_initializer,1.5916157281026244e-12,1e-06
D56.risk_delta,1.1937117960769683e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,1.5916157281026244e-12,1e-06
D56.milp_state,7.531752999057062e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,1.3322676295501878e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,5.820766091346741e-11,1e-05
D56.emergency_fee,6.011191544530448e-10,1e-05
D56.end_energy,2.0554580260068178e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,1.4551915228366852e-11,1e-05
D56.initial_trace,2.9103830456733704e-11,1e-05
D56.incumbent_trace,7.275957614183426e-12,1e-05
D56.initial_trace,5.820766091346741e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.229594535194337e-12,1e-06
D56.point_initializer,1.7053025658242404e-12,1e-06
D56.risk_delta,1.3216094885137863e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.0463630789890885e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,5.995204332975845e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,1.0913936421275139e-10,1e-05
D56.emergency_fee,6.481239989142296e-10,1e-05
D56.end_energy,2.637534635141492e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,1.0913936421275139e-10,1e-05
D56.initial_trace,4.3655745685100555e-11,1e-05
D56.incumbent_trace,8.003553375601768e-11,1e-05
D56.initial_trace,5.820766091346741e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,6.707523425575346e-12,1e-06
D56.point_initializer,2.0463630789890885e-12,1e-06
D56.risk_delta,1.4104273304837989e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.9558577807620168e-12,1e-06
D56.milp_state,7.567280135845067e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,2.1227464230832993e-13,1e-06
D56.ordinary,0.0,1e-05
D56.score,1.964508555829525e-10,1e-05
D56.emergency_fee,1.1999645721516572e-09,1e-05
D56.end_energy,3.2378011383116245e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,1.2369127944111824e-10,1e-05
D56.initial_trace,5.820766091346741e-11,1e-05
D56.incumbent_trace,1.0913936421275139e-10,1e-05
D56.initial_trace,1.964508555829525e-10,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.229594535194337e-12,1e-06
D56.point_initializer,2.3874235921539366e-12,1e-06
D56.risk_delta,1.4104273304837989e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.2737367544323206e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,3.9968028886505635e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,7.275957614183426e-11,1e-05
D56.emergency_fee,4.765752237290144e-10,1e-05
D56.end_energy,2.6557245291769505e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,5.093170329928398e-11,1e-05
D56.initial_trace,2.1827872842550278e-11,1e-05
D56.incumbent_trace,7.275957614183426e-11,1e-05
D56.initial_trace,6.548361852765083e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.5706550483591855e-12,1e-06
D56.point_initializer,1.7053025658242404e-12,1e-06
D56.risk_delta,1.4210854715202004e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.2737367544323206e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,4.440892098500626e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,5.820766091346741e-11,1e-05
D56.emergency_fee,5.229026101005729e-10,1e-05
D56.end_energy,2.091837814077735e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,2.9103830456733704e-11,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.incumbent_trace,3.637978807091713e-11,1e-05
D56.initial_trace,5.820766091346741e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.286437954055145e-12,1e-06
D56.point_initializer,1.3642420526593924e-12,1e-06
D56.risk_delta,1.4104273304837989e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,1.7905676941154525e-12,1e-06
D56.milp_state,8.526512829121202e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,3.552713678800501e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,7.275957614183426e-12,1e-05
D56.emergency_fee,4.283720045350492e-10,1e-05
D56.end_energy,1.1505107977427542e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,5.4569682106375694e-12,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.incumbent_trace,3.637978807091713e-12,1e-05
D56.initial_trace,3.637978807091713e-12,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.6843418860808015e-12,1e-06
D56.point_initializer,3.467448550509289e-12,1e-06
D56.risk_delta,1.4104273304837989e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,4.547473508864641e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,3.6637359812630166e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,9.094947017729282e-12,1e-05
D56.emergency_fee,4.2018655221909285e-10,1e-05
D56.end_energy,1.064108801074326e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,9.094947017729282e-12,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.incumbent_trace,5.4569682106375694e-12,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,6.252776074688882e-12,1e-06
D56.point_initializer,1.4779288903810084e-12,1e-06
D56.risk_delta,1.5987211554602254e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,1.7763568394002505e-12,1e-06
D56.milp_state,8.348877145181177e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,3.3306690738754696e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,5.820766091346741e-11,1e-05
D56.emergency_fee,6.58959636856693e-10,1e-05
D56.end_energy,2.000888343900442e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,2.1827872842550278e-11,1e-05
D56.initial_trace,0.0,1e-05
D56.incumbent_trace,5.820766091346741e-11,1e-05
D56.initial_trace,5.820766091346741e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,7.048583938740194e-12,1e-06
D56.point_initializer,1.5916157281026244e-12,1e-06
D56.risk_delta,1.5134560271690134e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.7284841053187847e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,1.9984014443252818e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,1.0186340659856796e-10,1e-05
D56.emergency_fee,9.234213393938262e-10,1e-05
D56.end_energy,2.355591277591884e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,2.9103830456733704e-11,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.incumbent_trace,1.0186340659856796e-10,1e-05
D56.initial_trace,4.3655745685100555e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,6.139089236967266e-12,1e-06
D56.point_initializer,1.2505552149377763e-12,1e-06
D56.risk_delta,1.7621459846850485e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.0463630789890885e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,2.886579864025407e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,2.9103830456733704e-11,1e-05
D56.emergency_fee,5.544507075683214e-10,1e-05
D56.end_energy,1.9281287677586079e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,2.1827872842550278e-11,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.incumbent_trace,2.9103830456733704e-11,1e-05
D56.initial_trace,0.0,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.343281372915953e-12,1e-06
D56.point_initializer,2.2737367544323206e-12,1e-06
D56.risk_delta,2.3163693185779266e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,3.296918293926865e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,1.3322676295501878e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,1.0913936421275139e-10,1e-05
D56.emergency_fee,7.189555617514998e-10,1e-05
D56.end_energy,2.419255906715989e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,0.0,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.incumbent_trace,5.093170329928398e-11,1e-05
D56.initial_trace,1.0913936421275139e-10,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.5706550483591855e-12,1e-06
D56.point_initializer,1.1368683772161603e-12,1e-06
D56.risk_delta,2.3163693185779266e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.2737367544323206e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,5.218048215738236e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,5.093170329928398e-11,1e-05
D56.emergency_fee,8.490772529512469e-10,1e-05
D56.end_energy,2.382876118645072e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,5.093170329928398e-11,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.incumbent_trace,3.637978807091713e-11,1e-05
D56.initial_trace,5.093170329928398e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.059064278611913e-12,1e-06
D56.point_initializer,3.296918293926865e-12,1e-06
D56.risk_delta,1.3429257705865894e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,3.240074875066057e-12,1e-06
D56.milp_state,1.1368683772161603e-12,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,0.0,1e-06
D56.ordinary,0.0,1e-05
D56.score,7.821654435247183e-11,1e-05
D56.emergency_fee,5.635456545860507e-10,1e-05
D56.end_energy,1.5234036254696548e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,7.457856554538012e-11,1e-05
D56.initial_trace,1.4551915228366852e-11,1e-05
D56.incumbent_trace,7.821654435247183e-11,1e-05
D56.initial_trace,4.729372449219227e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.7980287238024175e-12,1e-06
D56.point_initializer,1.5916157281026244e-12,1e-06
D56.risk_delta,2.1955770534987096e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.2737367544323206e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,6.996922523941394e-16,1e-06
D56.ordinary,0.0,1e-05
D56.score,1.6370904631912708e-11,1e-05
D56.emergency_fee,4.538378561846912e-10,1e-05
D56.end_energy,1.0368239600211382e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,1.6370904631912708e-11,1e-05
D56.initial_trace,1.2732925824820995e-11,1e-05
D56.incumbent_trace,9.094947017729282e-12,1e-05
D56.initial_trace,3.637978807091713e-12,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,3.751665644813329e-12,1e-06
D56.point_initializer,1.2505552149377763e-12,1e-06
D56.risk_delta,1.6058265828178264e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.0961010704922955e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,8.881784197001252e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,5.820766091346741e-11,1e-05
D56.emergency_fee,6.334630597848445e-10,1e-05
D56.end_energy,2.455635694786906e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,2.1827872842550278e-11,1e-05
D56.initial_trace,2.1827872842550278e-11,1e-05
D56.incumbent_trace,2.1827872842550278e-11,1e-05
D56.initial_trace,5.820766091346741e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,4.092726157978177e-12,1e-06
D56.point_initializer,1.2505552149377763e-12,1e-06
D56.risk_delta,1.4068746168049984e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.1600499167107046e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,9.658940314238862e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,8.003553375601768e-11,1e-05
D56.emergency_fee,3.263949110987596e-10,1e-05
D56.end_energy,2.3283064365386963e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,3.637978807091713e-11,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.incumbent_trace,5.093170329928398e-11,1e-05
D56.initial_trace,8.003553375601768e-11,1e-05
D56.candidate_initial,1.8189894035458565e-12,1e-06
D56.scenarios,4.092726157978177e-12,1e-06
D56.point_initializer,1.5916157281026244e-12,1e-06
D56.risk_delta,9.769962616701378e-13,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.2168933355715126e-12,1e-06
D56.milp_state,8.810729923425242e-13,1e-06
D56.milp_continuity,1.8189894035458565e-12,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,1.9984014443252818e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,1.6007106751203537e-10,1e-05
D56.emergency_fee,6.566551746800542e-10,1e-05
D56.end_energy,2.928572939708829e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,5.820766091346741e-11,1e-05
D56.initial_trace,1.4551915228366852e-11,1e-05
D56.incumbent_trace,5.093170329928398e-11,1e-05
D56.initial_trace,1.6007106751203537e-10,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,4.092726157978177e-12,1e-06
D56.point_initializer,2.1600499167107046e-12,1e-06
D56.risk_delta,1.2647660696529783e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,3.183231456205249e-12,1e-06
D56.milp_state,8.526512829121202e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,1.3211653993039363e-14,1e-06
D56.ordinary,0.0,1e-05
D56.score,8.003553375601768e-11,1e-05
D56.emergency_fee,7.362359610851854e-10,1e-05
D56.end_energy,2.1464074961841106e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,8.003553375601768e-11,1e-05
D56.initial_trace,1.4551915228366852e-11,1e-05
D56.incumbent_trace,4.3655745685100555e-11,1e-05
D56.initial_trace,2.1827872842550278e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,4.774847184307873e-12,1e-06
D56.point_initializer,1.9326762412674725e-12,1e-06
D56.risk_delta,1.659117287999834e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.8421709430404007e-12,1e-06
D56.milp_state,8.810729923425242e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,6.217248937900877e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,4.3655745685100555e-11,1e-05
D56.emergency_fee,6.707523425575346e-10,1e-05
D56.end_energy,2.1191226551309228e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,3.637978807091713e-11,1e-05
D56.initial_trace,2.1827872842550278e-11,1e-05
D56.incumbent_trace,4.3655745685100555e-11,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,3.808509063674137e-12,1e-06
D56.point_initializer,2.2737367544323206e-12,1e-06
D56.risk_delta,3.183231456205249e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,3.183231456205249e-12,1e-06
D56.milp_state,1.3642420526593924e-12,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,3.1086244689504383e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,4.9112713895738125e-11,1e-05
D56.emergency_fee,3.822719918389339e-10,1e-05
D56.end_energy,8.731149137020111e-11,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,4.9112713895738125e-11,1e-05
D56.initial_trace,3.637978807091713e-12,1e-05
D56.incumbent_trace,3.2741809263825417e-11,1e-05
D56.initial_trace,3.2741809263825417e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,4.206412995699793e-12,1e-06
D56.point_initializer,1.8189894035458565e-12,1e-06
D56.risk_delta,3.183231456205249e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,3.524291969370097e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,1.887379141862766e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,4.729372449219227e-11,1e-05
D56.emergency_fee,3.771560841414612e-10,1e-05
D56.end_energy,9.163159120362252e-11,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,2.546585164964199e-11,1e-05
D56.initial_trace,5.4569682106375694e-12,1e-05
D56.incumbent_trace,3.2741809263825417e-11,1e-05
D56.initial_trace,4.729372449219227e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,4.774847184307873e-12,1e-06
D56.point_initializer,2.0463630789890885e-12,1e-06
D56.risk_delta,1.2718714970105793e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.0463630789890885e-12,1e-06
D56.milp_state,7.958078640513122e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,1.7541523789077473e-14,1e-06
D56.ordinary,0.0,1e-05
D56.score,1.0913936421275139e-10,1e-05
D56.emergency_fee,1.0222720447927713e-09,1e-05
D56.end_energy,2.2009771782904863e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,1.0913936421275139e-10,1e-05
D56.initial_trace,1.4551915228366852e-11,1e-05
D56.incumbent_trace,5.820766091346741e-11,1e-05
D56.initial_trace,1.0186340659856796e-10,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.6843418860808015e-12,1e-06
D56.point_initializer,3.069544618483633e-12,1e-06
D56.risk_delta,1.6200374375330284e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,3.637978807091713e-12,1e-06
